"SY","DIST_CODE","DIST_NAME","IND_CAT","IND_SUBCAT","IND_VALUE","IND_VALUE_TYPE"
"2017","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","15,260","Amount"
"2017","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","15,342","Amount"
"2016","02810000","Springfield","Student Enrollment","In-District FTE Pupils","25,009.3","Count"
"2016","02810000","Springfield","Student Enrollment","Out-of-District FTE Pupils","4,406.5","Count"
"2016","02810000","Springfield","Student Enrollment","Total FTE Pupils","29,415.8","Count"
"2016","02810000","Springfield","Student Demographics","English learner % Headcount","16.3","Percent"
"2016","02810000","Springfield","Student Demographics","Low-Income % Headcount","67.2","Percent"
"2016","02810000","Springfield","Student Demographics","Student Headcount","25,479","Count"
"2016","02810000","Springfield","Student Demographics","Students with disabilities % Headcount","19.8","Percent"
"2016","02810000","Springfield","Teacher Salaries","Teacher FTE","2,065.2","Count"
"2016","02810000","Springfield","Teacher Salaries","Teachers per 100 FTE students","8.3","Count"
"2016","02810000","Springfield","Other Staff","Instructional Coach FTE","81.2","Count"
"2016","02810000","Springfield","Other Staff","Instructional Support FTE","215","Count"
"2016","02810000","Springfield","Other Staff","Paraprofessional FTE","709","Count"
"2016","02810000","Springfield","Other Staff","Special Education Instructional Support FTE","0","Count"
"2016","02810000","Springfield","MCAS Performance","ELA Grade 10 % Meets or Exceeds","76.9","Percent"
"2016","02810000","Springfield","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","76.9","Percent"
"2016","02810000","Springfield","MCAS Performance","Math Grade 10 % Meets or Exceeds","43.2","Percent"
"2016","02810000","Springfield","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","43.2","Percent"
"2016","02810000","Springfield","Expenditures Per Pupil","Administration","580","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Guidance, Counseling and Testing","389","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Instructional Leadership","1,282","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","1,055","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2,566","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Operations and Maintenance","1,027","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Other Teaching Services","1,135","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Professional Development","321","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Pupil Services","2,078","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Teachers","5,196","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","15,435","Amount"
"2016","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","15,629","Amount"
"2015","02810000","Springfield","Student Enrollment","In-District FTE Pupils","25,100.9","Count"
"2015","02810000","Springfield","Student Enrollment","Out-of-District FTE Pupils","3,974.3","Count"
"2015","02810000","Springfield","Student Enrollment","Total FTE Pupils","29,075.2","Count"
"2015","02810000","Springfield","Student Demographics","English learner % Headcount","17.2","Percent"
"2015","02810000","Springfield","Student Demographics","Low-Income % Headcount","67.6","Percent"
"2015","02810000","Springfield","Student Demographics","Student Headcount","25,645","Count"
"2015","02810000","Springfield","Student Demographics","Students with disabilities % Headcount","19.5","Percent"
"2015","02810000","Springfield","Teacher Salaries","Teacher FTE","1,997.6","Count"
"2015","02810000","Springfield","Teacher Salaries","Teachers per 100 FTE students","8","Count"
"2015","02810000","Springfield","Other Staff","Instructional Coach FTE","80.4","Count"
"2015","02810000","Springfield","Other Staff","Instructional Support FTE","222","Count"
"2015","02810000","Springfield","Other Staff","Paraprofessional FTE","713","Count"
"2015","02810000","Springfield","Other Staff","Special Education Instructional Support FTE","0","Count"
"2015","02810000","Springfield","MCAS Performance","ELA Grade 10 % Meets or Exceeds","75","Percent"
"2015","02810000","Springfield","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","46.4","Percent"
"2015","02810000","Springfield","MCAS Performance","Math Grade 10 % Meets or Exceeds","46.4","Percent"
"2015","02810000","Springfield","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","38.1","Percent"
"2015","02810000","Springfield","Expenditures Per Pupil","Administration","596","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Guidance, Counseling and Testing","408","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Instructional Leadership","1,208","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","893","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2,467","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Operations and Maintenance","1,121","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Other Teaching Services","1,150","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Professional Development","348","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Pupil Services","1,985","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Teachers","4,963","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","15,028","Amount"
"2015","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","15,139","Amount"
"2014","02810000","Springfield","Student Enrollment","In-District FTE Pupils","25,248.9","Count"
"2014","02810000","Springfield","Student Enrollment","Out-of-District FTE Pupils","3,613.1","Count"
"2014","02810000","Springfield","Student Enrollment","Total FTE Pupils","28,862","Count"
"2014","02810000","Springfield","Student Demographics","English learner % Headcount","17","Percent"
"2014","02810000","Springfield","Student Demographics","Low-Income % Headcount","87.3","Percent"
"2014","02810000","Springfield","Student Demographics","Student Headcount","25,826","Count"
"2014","02810000","Springfield","Student Demographics","Students with disabilities % Headcount","19.3","Percent"
"2014","02810000","Springfield","Teacher Salaries","Teacher FTE","2,120.5","Count"
"2014","02810000","Springfield","Teacher Salaries","Teachers per 100 FTE students","8.4","Count"
"2014","02810000","Springfield","Other Staff","Instructional Coach FTE","87.2","Count"
"2014","02810000","Springfield","Other Staff","Instructional Support FTE","221","Count"
"2014","02810000","Springfield","Other Staff","Paraprofessional FTE","704","Count"
"2014","02810000","Springfield","Other Staff","Special Education Instructional Support FTE","0","Count"
"2014","02810000","Springfield","MCAS Performance","ELA Grade 10 % Meets or Exceeds","70.7","Percent"
"2014","02810000","Springfield","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","41.4","Percent"
"2014","02810000","Springfield","MCAS Performance","Math Grade 10 % Meets or Exceeds","42.9","Percent"
"2014","02810000","Springfield","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","33.2","Percent"
"2014","02810000","Springfield","Expenditures Per Pupil","Administration","677","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Guidance, Counseling and Testing","405","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Instructional Leadership","1,245","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","1,402","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2,496","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Operations and Maintenance","997","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Other Teaching Services","1,086","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Professional Development","332","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Pupil Services","1,852","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Teachers","4,823","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","15,208","Amount"
"2014","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","15,315","Amount"
"2013","02810000","Springfield","Student Enrollment","In-District FTE Pupils","24,747.4","Count"
"2013","02810000","Springfield","Student Enrollment","Out-of-District FTE Pupils","3,816.7","Count"
"2013","02810000","Springfield","Student Enrollment","Total FTE Pupils","28,564.1","Count"
"2013","02810000","Springfield","Student Demographics","English learner % Headcount","16.9","Percent"
"2013","02810000","Springfield","Student Demographics","Low-Income % Headcount","87.5","Percent"
"2013","02810000","Springfield","Student Demographics","Student Headcount","25,283","Count"
"2013","02810000","Springfield","Student Demographics","Students with disabilities % Headcount","19.2","Percent"
"2013","02810000","Springfield","Teacher Salaries","Teacher FTE","2,131.4","Count"
"2013","02810000","Springfield","Teacher Salaries","Teachers per 100 FTE students","8.6","Count"
"2013","02810000","Springfield","Other Staff","Instructional Coach FTE","101.4","Count"
"2013","02810000","Springfield","Other Staff","Instructional Support FTE","208.4","Count"
"2013","02810000","Springfield","Other Staff","Paraprofessional FTE","670","Count"
"2013","02810000","Springfield","Other Staff","Special Education Instructional Support FTE","0","Count"
"2013","02810000","Springfield","MCAS Performance","ELA Grade 10 % Meets or Exceeds","73.9","Percent"
"2013","02810000","Springfield","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","40.5","Percent"
"2013","02810000","Springfield","MCAS Performance","Math Grade 10 % Meets or Exceeds","45.1","Percent"
"2013","02810000","Springfield","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","32","Percent"
"2013","02810000","Springfield","Expenditures Per Pupil","Administration","550","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Guidance, Counseling and Testing","400","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Instructional Leadership","1,257","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","1,102","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2,437","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Operations and Maintenance","1,132","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Other Teaching Services","1,051","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Professional Development","322","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Pupil Services","1,783","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Teachers","4,848","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","14,751","Amount"
"2013","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","14,883","Amount"
"2012","02810000","Springfield","Student Enrollment","In-District FTE Pupils","24,521.1","Count"
"2012","02810000","Springfield","Student Enrollment","Out-of-District FTE Pupils","3,694.7","Count"
"2012","02810000","Springfield","Student Enrollment","Total FTE Pupils","28,215.8","Count"
"2012","02810000","Springfield","Student Demographics","English learner % Headcount","15.7","Percent"
"2012","02810000","Springfield","Student Demographics","Low-Income % Headcount","85.6","Percent"
"2012","02810000","Springfield","Student Demographics","Student Headcount","25,185","Count"
"2012","02810000","Springfield","Student Demographics","Students with disabilities % Headcount","20.7","Percent"
"2012","02810000","Springfield","Teacher Salaries","Teacher FTE","2,102.7","Count"
"2012","02810000","Springfield","Teacher Salaries","Teachers per 100 FTE students","8.6","Count"
"2012","02810000","Springfield","Other Staff","Instructional Coach FTE","100.6","Count"
"2012","02810000","Springfield","Other Staff","Instructional Support FTE","201.6","Count"
"2012","02810000","Springfield","Other Staff","Paraprofessional FTE","720","Count"
"2012","02810000","Springfield","Other Staff","Special Education Instructional Support FTE","0","Count"
"2012","02810000","Springfield","MCAS Performance","ELA Grade 10 % Meets or Exceeds","69.6","Percent"
"2012","02810000","Springfield","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","40.1","Percent"
"2012","02810000","Springfield","MCAS Performance","Math Grade 10 % Meets or Exceeds","45.3","Percent"
"2012","02810000","Springfield","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","28.5","Percent"
"2012","02810000","Springfield","Expenditures Per Pupil","Administration","645","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Guidance, Counseling and Testing","388","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Instructional Leadership","1,173","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","798","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2,474","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Operations and Maintenance","1,176","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Other Teaching Services","1,130","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Professional Development","345","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Pupil Services","1,965","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Teachers","4,711","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","14,599","Amount"
"2012","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","14,805","Amount"
"2011","02810000","Springfield","Student Enrollment","In-District FTE Pupils","24,934.8","Count"
"2011","02810000","Springfield","Student Enrollment","Out-of-District FTE Pupils","3,719.3","Count"
"2011","02810000","Springfield","Student Enrollment","Total FTE Pupils","28,654.1","Count"
"2011","02810000","Springfield","Student Demographics","English learner % Headcount","14.1","Percent"
"2011","02810000","Springfield","Student Demographics","Low-Income % Headcount","84.2","Percent"
"2011","02810000","Springfield","Student Demographics","Student Headcount","25,213","Count"
"2011","02810000","Springfield","Student Demographics","Students with disabilities % Headcount","22.8","Percent"
"2011","02810000","Springfield","Teacher Salaries","Teacher FTE","2,091.8","Count"
"2011","02810000","Springfield","Teacher Salaries","Teachers per 100 FTE students","8.4","Count"
"2011","02810000","Springfield","Other Staff","Instructional Coach FTE","116.6","Count"
"2011","02810000","Springfield","Other Staff","Instructional Support FTE","190.2","Count"
"2011","02810000","Springfield","Other Staff","Paraprofessional FTE","786","Count"
"2011","02810000","Springfield","Other Staff","Special Education Instructional Support FTE","0","Count"
"2011","02810000","Springfield","MCAS Performance","ELA Grade 10 % Meets or Exceeds","59.8","Percent"
"2011","02810000","Springfield","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","40.5","Percent"
"2011","02810000","Springfield","MCAS Performance","Math Grade 10 % Meets or Exceeds","40.2","Percent"
"2011","02810000","Springfield","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","27.6","Percent"
"2011","02810000","Springfield","Expenditures Per Pupil","Administration","446","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Guidance, Counseling and Testing","427","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Instructional Leadership","892","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","1,454","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2,280","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Operations and Maintenance","1,262","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Other Teaching Services","1,146","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Professional Development","614","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Pupil Services","1,729","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Teachers","4,750","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","14,708","Amount"
"2011","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","15,001","Amount"
"2010","02810000","Springfield","Student Enrollment","In-District FTE Pupils","24,987.3","Count"
"2010","02810000","Springfield","Student Enrollment","Out-of-District FTE Pupils","3,774.6","Count"
"2010","02810000","Springfield","Student Enrollment","Total FTE Pupils","28,761.9","Count"
"2010","02810000","Springfield","Student Demographics","English learner % Headcount","13.1","Percent"
"2010","02810000","Springfield","Student Demographics","Low-Income % Headcount","81.4","Percent"
"2010","02810000","Springfield","Student Demographics","Student Headcount","25,141","Count"
"2010","02810000","Springfield","Student Demographics","Students with disabilities % Headcount","23.9","Percent"
"2010","02810000","Springfield","Teacher Salaries","Teacher FTE","2,143.7","Count"
"2010","02810000","Springfield","Teacher Salaries","Teachers per 100 FTE students","8.6","Count"
"2010","02810000","Springfield","Other Staff","Instructional Coach FTE","140.6","Count"
"2010","02810000","Springfield","Other Staff","Instructional Support FTE","222.8","Count"
"2010","02810000","Springfield","Other Staff","Paraprofessional FTE","806","Count"
"2010","02810000","Springfield","Other Staff","Special Education Instructional Support FTE","0","Count"
"2010","02810000","Springfield","MCAS Performance","ELA Grade 10 % Meets or Exceeds","47.6","Percent"
"2010","02810000","Springfield","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","37.8","Percent"
"2010","02810000","Springfield","MCAS Performance","Math Grade 10 % Meets or Exceeds","37.1","Percent"
"2010","02810000","Springfield","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","26.2","Percent"
"2010","02810000","Springfield","Expenditures Per Pupil","Administration","654","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Guidance, Counseling and Testing","362","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Instructional Leadership","778","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","502","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2,226","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Operations and Maintenance","1,081","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Other Teaching Services","1,002","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Professional Development","835","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Pupil Services","1,511","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Teachers","4,859","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","13,674","Amount"
"2010","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","13,809","Amount"
"2009","02810000","Springfield","Student Enrollment","In-District FTE Pupils","25,137.2","Count"
"2009","02810000","Springfield","Student Enrollment","Out-of-District FTE Pupils","3,570.8","Count"
"2009","02810000","Springfield","Student Enrollment","Total FTE Pupils","28,708.1","Count"
"2009","02810000","Springfield","Student Demographics","English learner % Headcount","12.7","Percent"
"2009","02810000","Springfield","Student Demographics","Low-Income % Headcount","77.8","Percent"
"2009","02810000","Springfield","Student Demographics","Student Headcount","25,360","Count"
"2009","02810000","Springfield","Student Demographics","Students with disabilities % Headcount","23.9","Percent"
"2009","02810000","Springfield","Teacher Salaries","Teacher FTE","1,881.8","Count"
"2009","02810000","Springfield","Teacher Salaries","Teachers per 100 FTE students","7.5","Count"
"2009","02810000","Springfield","Other Staff","Instructional Coach FTE","145","Count"
"2009","02810000","Springfield","Other Staff","Instructional Support FTE","209.9","Count"
"2009","02810000","Springfield","Other Staff","Paraprofessional FTE","542.5","Count"
"2009","02810000","Springfield","Other Staff","Special Education Instructional Support FTE","0","Count"
"2009","02810000","Springfield","MCAS Performance","ELA Grade 10 % Meets or Exceeds","50","Percent"
"2009","02810000","Springfield","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","37.8","Percent"
"2009","02810000","Springfield","MCAS Performance","Math Grade 10 % Meets or Exceeds","36.1","Percent"
"2009","02810000","Springfield","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","25.5","Percent"
"2009","02810000","Springfield","Expenditures Per Pupil","Administration","533","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Guidance, Counseling and Testing","380","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Instructional Leadership","719","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","383","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2,050","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Operations and Maintenance","1,150","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Other Teaching Services","1,143","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Professional Development","760","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Pupil Services","1,651","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Teachers","5,839","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Total Expenditures","14,415","Amount"
"2009","02810000","Springfield","Expenditures Per Pupil","Total In-District Expenditures","14,607","Amount"
